Item_Code,Material_Code,Qty,T_B,Package,Cell
EP94-04768A,2007-007107,1,SB,P0802,1
EP94-04768A,2007-007107,1,SB,P0802,1
EP94-04768A,2007-007107,1,SB,P0802,1
EP94-04768A,2007-007107,1,SB,P0802,1
EP94-04768A,2007-007108,1,SB,P0802,1
EP94-04768A,2007-007108,1,SB,P0802,1
EP94-04768A,2007-007139,1,SB,P0802,1
EP94-04768A,2007-007139,1,SB,P0802,1
EP94-04768A,2007-007142,1,SB,P0802,1
EP94-04768A,2007-007142,1,SB,P0802,1
EP94-04768A,2007-007193,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007306,1,SB,P0802,1
EP94-04768A,2007-007308,1,SB,P0802,1
EP94-04768A,2007-007308,1,SB,P0802,1
EP94-04768A,2007-007310,1,SB,P0802,1
EP94-04768A,2007-007310,1,SB,P0802,1
EP94-04768A,2007-007310,1,SB,P0802,1
EP94-04768A,2007-007313,1,SB,P0802,1
EP94-04768A,2007-007313,1,SB,P0802,1
EP94-04768A,2007-007313,1,SB,P0802,1
EP94-04768A,2007-007313,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007318,1,SB,P0802,1
EP94-04768A,2007-007463,1,SB,P0802,1
EP94-04768A,2007-007463,1,SB,P0802,1
EP94-04768A,2007-007468,1,SB,P0802,1
EP94-04768A,2007-007468,1,SB,P0802,1
EP94-04768A,2007-007468,1,SB,P0802,1
EP94-04768A,2007-007468,1,SB,P0802,1
EP94-04768A,2007-007470,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007517,1,SB,P0802,1
EP94-04768A,2007-007528,1,SB,P0802,1
EP94-04768A,2007-007528,1,SB,P0802,1
EP94-04768A,2007-007566,1,SB,P0802,1
EP94-04768A,2007-007573,1,SB,P0802,1
EP94-04768A,2007-007573,1,SB,P0802,1
EP94-04768A,2007-007588,1,SB,P0802,1
EP94-04768A,2007-007588,1,SB,P0802,1
EP94-04768A,2007-007588,1,SB,P0802,1
EP94-04768A,2007-007588,1,SB,P0802,1
EP94-04768A,2007-007645,1,SB,P0804,1
EP94-04768A,2007-007697,1,SB,P0802,1
EP94-04768A,2007-007766,1,SB,P0802,1
EP94-04768A,2007-007766,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-007798,1,SB,P0802,1
EP94-04768A,2007-008128,1,SB,P0804,1
EP94-04768A,2007-008128,1,SB,P0804,1
EP94-04768A,2007-008128,1,SB,P0804,1
EP94-04768A,2007-008128,1,SB,P0804,1
EP94-04768A,2007-008218,1,SB,P0802,1
EP94-04768A,2007-008218,1,SB,P0802,1
EP94-04768A,2007-008218,1,SB,P0802,1
EP94-04768A,2007-008224,1,SB,P0804,1
EP94-04768A,2007-008231,1,SB,P0802,1
EP94-04768A,2007-008231,1,SB,P0802,1
EP94-04768A,2007-008275,1,SB,P0802,1
EP94-04768A,2007-008275,1,SB,P0802,1
EP94-04768A,2007-008275,1,SB,P0802,1
EP94-04768A,2007-008275,1,SB,P0802,1
EP94-04768A,2007-008275,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008298,1,SB,P0802,1
EP94-04768A,2007-008358,1,SB,P0802,1
EP94-04768A,2007-008429,1,SB,P0802,1
EP94-04768A,2007-008429,1,SB,P0802,1
EP94-04768A,2007-008592,1,SB,P0804,1
EP94-04768A,2007-008597,1,SB,P0802,1
EP94-04768A,2007-008739,1,SB,P0802,1
EP94-04768A,2007-008766,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-008779,1,SB,P0802,1
EP94-04768A,2007-009363,1,SB,P0802,1
EP94-04768A,2007-009753,1,SB,P0802,1
EP94-04768A,2007-010028,1,SB,E1204_L,2.1
EP94-04768A,2007-010028,1,SB,E1204_L,2.1
EP94-04768A,2007-010028,1,SB,E1204_L,2.1
EP94-04768A,2007-010028,1,SB,E1204_L,2.1
EP94-04768A,2007-010028,1,SB,E1204_L,2.1
EP94-04768A,2007-010305,1,SB,P0804,1
EP94-04768A,2007-010305,1,SB,P0804,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011664,1,SB,P0802,1
EP94-04768A,2007-011685,1,SB,P0804,1
EP94-04768A,2007-011685,1,SB,P0804,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011780,1,SB,P0802,1
EP94-04768A,2007-011809,1,SB,P0804,1
EP94-04768A,2007-011809,1,SB,P0804,1
EP94-04768A,2007-011809,1,SB,P0804,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011882,1,SB,P0802,1
EP94-04768A,2007-011883,1,SB,P0802,1
EP94-04768A,2007-011883,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-011917,1,SB,P0802,1
EP94-04768A,2007-012047,1,SB,P0802,1
EP94-04768A,2007-012047,1,SB,P0802,1
EP94-04768A,2007-012188,1,SB,P0804,1
EP94-04768A,2007-012188,1,SB,P0804,1
EP94-04768A,2007-012373,1,SB,P0802,1
EP94-04768A,2007-012520,1,SB,P0802,1
EP94-04768A,2007-012520,1,SB,P0802,1
EP94-04768A,2007-012521,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
EP94-04768A,2203-000233,1,SB,P0802,1
